"city","dbpedia","population","country_name","image","flag","currency","religion"
"Agra","http://dbpedia.org/resource/Agra",1760285,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Taj_Mahal_in_India.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",2.3
"Agra","http://dbpedia.org/resource/Agra",1760285,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Taj_Mahal_in_India.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",14.2
"Agra","http://dbpedia.org/resource/Agra",1760285,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Taj_Mahal_in_India.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",79.8
"Oslo","http://dbpedia.org/resource/Oslo",1717900,"Norway","http://commons.wikimedia.org/wiki/Special:FilePath/Oslo_newer_montage_2013.png?width=300","http://dbpedia.org/resource/Norway","http://dbpedia.org/resource/Norwegian_krone","http://dbpedia.org/resource/Church_of_Norway"
"Malappuram","http://dbpedia.org/resource/Malappuram",1698645,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Kottakkunnu.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.4
"Malappuram","http://dbpedia.org/resource/Malappuram",1698645,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Kottakkunnu.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.7
"Malappuram","http://dbpedia.org/resource/Malappuram",1698645,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Kottakkunnu.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.9
"Malappuram","http://dbpedia.org/resource/Malappuram",1698645,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Kottakkunnu.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",1.7
"Malappuram","http://dbpedia.org/resource/Malappuram",1698645,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Kottakkunnu.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",2.3
"Malappuram","http://dbpedia.org/resource/Malappuram",1698645,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Kottakkunnu.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",14.2
"Malappuram","http://dbpedia.org/resource/Malappuram",1698645,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Kottakkunnu.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",79.8
"Kannur","http://dbpedia.org/resource/Kannur",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/KANNUR_Collage.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.4
"Kannur","http://dbpedia.org/resource/Kannur",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/KANNUR_Collage.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.7
"Kannur","http://dbpedia.org/resource/Kannur",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/KANNUR_Collage.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.9
"Kannur","http://dbpedia.org/resource/Kannur",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/KANNUR_Collage.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",1.7
"Kannur","http://dbpedia.org/resource/Kannur",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/KANNUR_Collage.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",2.3
"Kannur","http://dbpedia.org/resource/Kannur",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/KANNUR_Collage.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",14.2
"Kannur","http://dbpedia.org/resource/Kannur",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/KANNUR_Collage.png?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",79.8
"Kasaragod district","http://dbpedia.org/resource/Kasaragod_district",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/India_Kerala_Kasaragod_district.svg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.4
"Kasaragod district","http://dbpedia.org/resource/Kasaragod_district",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/India_Kerala_Kasaragod_district.svg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",1.7
"Kasaragod district","http://dbpedia.org/resource/Kasaragod_district",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/India_Kerala_Kasaragod_district.svg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",2.3
"Kasaragod district","http://dbpedia.org/resource/Kasaragod_district",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/India_Kerala_Kasaragod_district.svg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.7
"Kasaragod district","http://dbpedia.org/resource/Kasaragod_district",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/India_Kerala_Kasaragod_district.svg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.9
"Kasaragod district","http://dbpedia.org/resource/Kasaragod_district",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/India_Kerala_Kasaragod_district.svg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",79.8
"Kasaragod district","http://dbpedia.org/resource/Kasaragod_district",1642892,"India","http://commons.wikimedia.org/wiki/Special:FilePath/India_Kerala_Kasaragod_district.svg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",14.2
"Raipur","http://dbpedia.org/resource/Raipur",1546076,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Swami_Vivekanada's_Statue_at_Vivekanand_Sarovar.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.4
"Raipur","http://dbpedia.org/resource/Raipur",1546076,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Swami_Vivekanada's_Statue_at_Vivekanand_Sarovar.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.7
"Raipur","http://dbpedia.org/resource/Raipur",1546076,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Swami_Vivekanada's_Statue_at_Vivekanand_Sarovar.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.9
"Raipur","http://dbpedia.org/resource/Raipur",1546076,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Swami_Vivekanada's_Statue_at_Vivekanand_Sarovar.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",1.7
